Team Number,Advisor,Problem,Ranking,Institution ID
32712,Hongquan Sun,C,Successful Participant,135
32713,Libo Cheng,A,Successful Participant,134
32714,Chen Yongwei,A,Successful Participant,136
32715,Nan Yao,B,Honorable Mention,1
32716,Shaohui Xu,A,Successful Participant,66
32717,Xiaoyan Zhang,D,Successful Participant,41
32718,wentao mao,B,Successful Participant,137
32719,Qixiang Su,A,Successful Participant,41
32720,Mingming Wang,C,Successful Participant,41
32721,Xiaoming Fan,D,Honorable Mention,138
32722,John Ringland,A,Outstanding Winner,139
32723,liu jichen,A,Successful Participant,140
32724,Xuhong Sun,A,Successful Participant,141
32725,Mei Dong,A,Successful Participant,112
32726,Xiaohua Han,D,Successful Participant,142
32727,Si Da Zhang,A,Honorable Mention,1
32728,Wei Zhang,A,Successful Participant,143
32729,Xiaolong Jiang,A,Successful Participant,28
32730,Yanhui Li,A,Successful Participant,28
32731,Qi Kang,A,Successful Participant,22
32732,Hongquan Sun,A,Successful Participant,135
32733,Hongquan Sun,A,Successful Participant,135
32734,Xingming Shu,A,Honorable Mention,71
32735,Liucang Wu,B,Successful Participant,144
32736,Shiping Du,D,Honorable Mention,145
32737,Li Cui,B,Successful Participant,50
32738,Ming Ying Lisa Chu,B,Successful Participant,13
32739,Yanhui Li,B,Successful Participant,28
32740,Ming Tian,B,Successful Participant,95
32741,xiaomin wang,B,Honorable Mention,69
32742,xiaomin wang,A,Successful Participant,69
32743,xiaomin wang,D,Meritorious,69
32744,xiaomin wang,B,Successful Participant,69
32745,xiaomin wang,A,Successful Participant,69
32746,Jingzhi Li,C,Honorable Mention,146
32747,xiaomin wang,A,Honorable Mention,69
32748,xiaomin wang,B,Successful Participant,69
32749,xiaomin wang,D,Successful Participant,69
32750,ke zhu,A,Successful Participant,147
32751,xiaomin wang,D,Meritorious,69
32752,Xiao-Jia Liu,A,Honorable Mention,58
32753,Dajun Xu,A,Successful Participant,1
32754,Jing Zhu,A,Successful Participant,148
32755,Jianxin Yin,D,Honorable Mention,39
32756,Zhixing Hu,B,Meritorious,148
32757,Lixin Liu,A,Successful Participant,41
32758,xiaomin wang,A,Successful Participant,69
32759,Jishou Ruan,A,Successful Participant,9
32760,Dan Tang,A,Honorable Mention,41
32761,Bing Li,D,Successful Participant,149
32762,Wei Guo,D,Honorable Mention,41
32763,Qiru Wang,B,Honorable Mention,28
32764,Li Cui,A,Honorable Mention,50
32765,Yuantao Xie,D,Honorable Mention,41
32766,Jiarong Shi,B,Successful Participant,104
32767,Lizhuo Zhang,C,Honorable Mention,41
32768,Yanling Su,A,Successful Participant,41
32769,Lizhuo Zhang,D,Honorable Mention,41
32770,Yi Xue,D,Honorable Mention,41
32771,Yiding Yang,A,Successful Participant,150
32772,Qingxia Gao,A,Successful Participant,41
32773,Ying Deng,C,Successful Participant,41
32774,Chang Xu,B,Successful Participant,41
32775,Dan He,B,Honorable Mention,98
32776,Dan He,A,Honorable Mention,98
32777,Dan He,B,Successful Participant,98
32778,Dan He,A,Honorable Mention,98
32779,Dan He,A,Successful Participant,98
32780,Dan He,A,Successful Participant,98
32781,Liyan Wang,A,Successful Participant,98
32782,Liyan Wang,B,Honorable Mention,98
32783,Liyan Wang,A,Honorable Mention,98
32784,Liyan Wang,A,Honorable Mention,98
32785,Liyan Wang,A,Successful Participant,98
32786,Liyan Wang,A,Honorable Mention,98
32787,xiaomin wang,A,Successful Participant,69
32788,Yong Lin,A,Successful Participant,39
32789,Yuan Xue,A,Successful Participant,115
32790,Xingwei Wang,A,Honorable Mention,9
32791,Rui Du,C,Honorable Mention,98
32792,Rui Du,C,Successful Participant,98
32793,Rui Du,A,Successful Participant,98
32794,Rui Du,D,Successful Participant,98
32795,Rui Du,C,Meritorious,98
32796,Rui Du,C,Honorable Mention,98
32797,Feng Wang,D,Successful Participant,98
32798,Feng Wang,B,Honorable Mention,98
32799,Feng Wang,A,Finalist,98
32800,Feng Wang,B,Honorable Mention,98
32801,Guoxing Fang,A,Successful Participant,41
32802,Yan Li,A,Successful Participant,41
32803,Yan Li,C,Successful Participant,41
32804,Yanmei Teng,A,Honorable Mention,1
32805,lizhuo zhang,B,Honorable Mention,151
32806,lizhuo zhang,D,Honorable Mention,151
32807,Rui Zhu,A,Successful Participant,3
32808,Lizhuo Zhang,A,Successful Participant,152
32809,Xiaoming Fan,A,Successful Participant,138
32810,Weibing Deng,A,Successful Participant,57
32811,Wenyi Chai,A,Honorable Mention,153
32812,Yuhui Gao,A,Honorable Mention,22
32813,Qingliang Zeng,B,Successful Participant,76
32814,Zhichao Shao,A,Honorable Mention,41
32815,Zhong Jin,B,Meritorious,154
32816,Chengdong Dong,A,Honorable Mention,8
32817,changhua yu,D,Meritorious,41
32819,xiaomin wang,B,Successful Participant,69
32820,Mingming Wang,A,Honorable Mention,41
32821,Jiani Hu,A,Honorable Mention,6
32822,Hai Zhang,A,Successful Participant,155
32823,Lirong Wan,A,Successful Participant,76
32824,Daiyong Wu,A,Successful Participant,155
32825,Sugen Chen,A,Successful Participant,155
32826,Zhihua Wang,A,Successful Participant,155
32827,Yongbing Wang,A,Honorable Mention,155
32828,FeiYao Ma,B,Successful Participant,156
32829,Benyue Su,C,Honorable Mention,155
32830,Xiaolong Jiang,B,Successful Participant,28
32831,Yanhui Li,A,Honorable Mention,28
32832,Enshui Chen,C,Honorable Mention,98
32833,Enshui Chen,C,Honorable Mention,98
32834,Yuli Yang,A,Meritorious,157
32835,Enshui Chen,D,Meritorious,98
32836,Enshui Chen,C,Honorable Mention,98
32837,Enshui Chen,D,Meritorious,98
32838,Enshui Chen,D,Meritorious,98
32839,Enshui Chen,C,Honorable Mention,98
32840,Enshui Chen,D,Meritorious,98
32841,Enshui Chen,C,Meritorious,98
32842,Enshui Chen,D,Honorable Mention,98
32843,Feng Wang,A,Successful Participant,98
32844,Feng Wang,B,Meritorious,98
32845,Feng Wang,A,Meritorious,98
32846,Lizhuo Zhang,A,Honorable Mention,158
32847,Feng Wang,A,Meritorious,98
32848,Feng Wang,B,Successful Participant,98
32849,Xiang Li,A,Meritorious,41
32850,Feng Wang,B,Successful Participant,98
32851,Junjie Zhou,D,Honorable Mention,159
32852,Yanhui Guan,A,Honorable Mention,28
32853,Youlin Ye,A,Successful Participant,160
32854,Fred Engst,D,Successful Participant,41
32855,xiaomin wang,D,Successful Participant,69
32856,Huafei Sun,B,Successful Participant,103
32857,Yanhui Guan,D,Honorable Mention,28
32858,Qicheng Xu,D,Successful Participant,37
32859,Tianyi Wang,C,Meritorious,41
32860,Qicheng Xu,A,Honorable Mention,37
32861,Qicheng Xu,B,Honorable Mention,37
32862,Changchun Sun,A,Successful Participant,37
32863,Qicheng Xu,B,Successful Participant,37
32864,Qicheng Xu,A,Successful Participant,37
32865,Qicheng Xu,A,Successful Participant,37
32867,Yanhui Guan,A,Honorable Mention,28
32868,Tianshou Zhou,A,Honorable Mention,28
32869,Qicheng Xu,A,Successful Participant,37
32870,Qicheng Xu,A,Successful Participant,37
32871,Yuantao Xie,A,Successful Participant,41
32872,Jiazhen Xu,D,Successful Participant,41
32873,Shaolin Liu,D,Meritorious,41
32874,Zhenzhen Chen,A,Successful Participant,6
32875,Yuming Zhou,B,Honorable Mention,57
32876,xiaomin wang,D,Successful Participant,69
32877,Yuru Jiao,D,Honorable Mention,161
32878,Anne M Dougherty,A,Meritorious,162
32879,Bengt Fornberg,B,Outstanding Winner,162
32880,Xianfeng Wang,A,Successful Participant,9
32881,Zhijie Cai,A,Successful Participant,26
32882,Jianxin Zhu,C,Honorable Mention,63
32883,Huiyan Zhao,A,Successful Participant,163
32884,Yuling Li,A,Honorable Mention,163
32885,Zhang Li,A,Successful Participant,152
32886,Li Li,A,Successful Participant,41
32887,Zhijie Cai,C,Successful Participant,26
32888,Yuan Cao,A,Meritorious,26
32889,Sumin Hao,B,Successful Participant,114
32890,Fen Zhang,A,Successful Participant,25
32891,Liang Li,A,Successful Participant,41
32892,Donghui Xie,A,Honorable Mention,50
32893,Jian Liang Huang,D,Honorable Mention,164
32894,Haoyang Qiu,A,Honorable Mention,165
32895,Zhujun Fan,B,Successful Participant,28
32896,JINGWEI LI,D,Successful Participant,41
32898,Dan Tang,D,Honorable Mention,41
32899,Xiaobao Zhu,B,Successful Participant,39
32900,JianCheng Hu,B,Meritorious,166
32901,Jing Liu,A,Honorable Mention,69
32902,Linlin Shao,D,Honorable Mention,47
32903,Meikai Wan,A,Honorable Mention,167
32904,Guoxing Fang,C,Honorable Mention,41
32905,Shangzhi Li,A,Honorable Mention,168
32906,Yun Wang,D,Successful Participant,41
32908,Lizhuo Zhang,A,Meritorious,169
32909,Qiang Yao,A,Successful Participant,66
32910,YUANTAO XIE,D,Successful Participant,41
32911,Shixiao Xiao,B,Successful Participant,111
32912,Shixiao Xiao,B,Successful Participant,111
32913,Xiuliang Qiu,A,Successful Participant,111
32914,Xiuliang Qiu,B,Successful Participant,111
32915,Jianxin / Zhu,B,Successful Participant,170
32916,Xiuliang Qiu,A,Successful Participant,111
32917,Xiuliang Qiu,A,Successful Participant,111
32919,Yue Zhao,B,Successful Participant,171
32920,Baocan Zhang,B,Successful Participant,111
32921,Baocan Zhang,A,Successful Participant,111
32922,Baocan Zhang,A,Honorable Mention,111
32923,Baocan Zhang,A,Successful Participant,111
32924,"Zhang Wei, Yang Yueting",A,Successful Participant,172
32925,"Zhang Lichun, Wei Yuncai",A,Successful Participant,172
32926,"Liu Yiyun, Li Hui",A,Successful Participant,172
32927,"Jiang Yuanzheng, Lei Ming",A,Successful Participant,172
32928,Chao Yu,A,Meritorious,41
32930,YIHUI FENG,A,Honorable Mention,173
32931,Liuqiang Zhong,C,Successful Participant,33
32933,Hong Liu,A,Successful Participant,128
32934,Yuanming Hu,A,Meritorious,25
32935,Lizhuo Zhang,B,Successful Participant,174
32936,Li Li,D,Honorable Mention,41
32937,Shuyan Cao,A,Successful Participant,41
32938,Xiaofeng Guo,A,Honorable Mention,175
32939,Yun Wang,A,Successful Participant,41
32940,Yongfei Ji,A,Successful Participant,45
32941,Zhijie Cai,A,Successful Participant,26
32942,Ping Lu,D,Honorable Mention,176
32943,Zhijie Cai,C,Successful Participant,26
32944,Zhijie Cai,C,Successful Participant,26
32945,Xinwan LI,A,Meritorious,69
32946,Guifeng Yan,A,Honorable Mention,103
32947,Dunyou Wang,A,Successful Participant,177
32948,Weixing Wu,A,Successful Participant,115
32949,Yingqi Tao,A,Successful Participant,178
32950,Qifen Jiang,D,Meritorious,69
32951,Guoyan Chen,D,Successful Participant,61
32952,Guoyan Chen,A,Successful Participant,61
32954,Yongchao Liu,A,Honorable Mention,61
32955,Yongchao Liu,D,Successful Participant,61
32956,Yongchao Liu,A,Successful Participant,61
32957,Yongchao Liu,A,Honorable Mention,61
32958,Yongchao Liu,A,Successful Participant,61
32959,Yunlong Sun,B,Successful Participant,16
32960,Yongchao Liu,B,Successful Participant,61
32961,Yongchao Liu,A,Meritorious,61
32963,Yongchao Liu,A,Honorable Mention,61
32964,Yongchao Liu,A,Honorable Mention,61
32965,Jia Feng Cui,D,Honorable Mention,179
32966,Shuqin Yang,B,Successful Participant,61
32967,Shuqin Yang,A,Honorable Mention,61
32968,Shuqin Yang,B,Honorable Mention,61
32969,Shuqin Yang,B,Successful Participant,61
32970,Zhuang Ma,B,Successful Participant,180
32971,Qifen Jiang,A,Honorable Mention,69
32972,Qifen Jiang,A,Meritorious,69
32973,Qifen Jiang,C,Successful Participant,69
32974,Qifen Jiang,B,Successful Participant,69
32975,Qifen Jiang,A,Honorable Mention,69
32976,Lizhuo ZHANG,A,Honorable Mention,41
32977,Yin Chen,A,Successful Participant,41
32978,Yunfeng Wu,A,Meritorious,99
32979,lizhuo Zhang,A,Successful Participant,115
32980,Ying Deng,D,Honorable Mention,41
32981,Jing Xu,C,Successful Participant,88
32982,Minghui Zhao,A,Successful Participant,171
32983,Bo Zhao,C,Honorable Mention,41
32984,Yuantao Xie,D,Meritorious,41
32985,Xianfeng Wang,A,Meritorious,9
32986,Yaosheng Li,A,Successful Participant,181
32987,Xiaoxin Zhu,B,Honorable Mention,132
32988,Xiaoxin Zhu,D,Successful Participant,132
32989,Zhang li zhuo,C,Successful Participant,41
32990,Yaosheng Li,A,Honorable Mention,76
32991,Yaosheng Li,A,Honorable Mention,76
32992,Zongfei Fu,A,Honorable Mention,182
32993,Qiang Feng,A,Honorable Mention,91
32994,Dan He,B,Successful Participant,98
32995,Dan He,A,Meritorious,98
32996,Dan He,A,Honorable Mention,98
32997,Dan He,B,Honorable Mention,98
32998,Yuantao Xie,B,Honorable Mention,41
32999,Baodong Liu,B,Meritorious,183
33000,Shangzhi Li,A,Successful Participant,1
33001,Yong ZUO,B,Honorable Mention,6
33002,Shuqin Yang,C,Successful Participant,61
33003,Junjie Zhou,D,Honorable Mention,159
33004,Shuqin Yang,B,Successful Participant,61
33005,Shuqin Yang,B,Successful Participant,61
33006,Shuqin Yang,B,Successful Participant,61
33007,Xueyang Song,A,Honorable Mention,47
33008,Shuqin Yang,A,Honorable Mention,61
33009,Shuqin Yang,A,Meritorious,61
33010,Nan Wang,A,Honorable Mention,135
33011,Yunjie Zhang,A,Honorable Mention,61
33012,Yunjie Zhang,A,Successful Participant,61
33013,Xiaole Su,A,Meritorious,50
33014,Yunjie Zhang,D,Successful Participant,61
33015,Yunjie Zhang,D,Successful Participant,61
33016,Liu Meiting,D,Honorable Mention,41
33017,Haibin Xie,D,Honorable Mention,41
33018,Wei Feng,A,Meritorious,1
33019,Zhibin XIONG,A,Successful Participant,33
33020,Yunjie Zhang,B,Successful Participant,61
33021,Yawei Ning,D,Successful Participant,184
33022,Chengdong Dong,A,Successful Participant,8
33023,Mengru Hao,D,Meritorious,184
33024,Yunjie Zhang,A,Honorable Mention,61
33025,Yunjie Zhang,A,Honorable Mention,61
33026,Yunjie Zhang,A,Successful Participant,61
33027,Yunjie Zhang,B,Successful Participant,61
33028,Yunjie Zhang,B,Successful Participant,61
33029,Yunjie Zhang,B,Honorable Mention,61
33030,Yunlong Sun,B,Meritorious,16
33031,Chengdong Dong,D,Honorable Mention,8
33032,Zhenglu Jiang,A,Meritorious,28
33033,Yunjie Zhang,A,Successful Participant,61
33034,Peixing Li,A,Successful Participant,28
33035,Tong Li,A,Honorable Mention,8
33036,Yunjie Zhang,A,Successful Participant,61
33037,Yunjie Zhang,A,Successful Participant,61
33038,Yunjie Zhang,B,Successful Participant,61
33039,Hong Liu,D,Honorable Mention,41
33040,Chaochun Wei,A,Honorable Mention,69
33041,Yunjie Zhang,A,Successful Participant,61
33042,Li Cui,A,Honorable Mention,50
33043,Yunjie Zhang,B,Successful Participant,61
33044,Boying Wu,A,Honorable Mention,60
33045,Boying Wu,A,Honorable Mention,60
33046,Yunjie Zhang,B,Successful Participant,61
33047,Boying Wu,A,Honorable Mention,60
33048,Boying Wu,A,Successful Participant,60
33049,Boying Wu,A,Honorable Mention,60
33050,Yunjie Zhang,A,Honorable Mention,61
33051,Boying Wu,A,Honorable Mention,60
33052,Boying Wu,A,Successful Participant,60
33053,Boying Wu,B,Honorable Mention,60
33054,Boying Wu,D,Honorable Mention,60
33055,Yunjie Zhang,B,Successful Participant,61
33056,Boying Wu,A,Meritorious,60
33057,Dazhi Zhang,B,Successful Participant,60
33058,Dazhi Zhang,A,Honorable Mention,60
33059,Dazhi Zhang,A,Honorable Mention,60
33060,Dazhi Zhang,A,Honorable Mention,60
33061,Dazhi Zhang,A,Successful Participant,60
33062,Dazhi Zhang,A,Honorable Mention,60
33063,Dazhi Zhang,A,Meritorious,60
33064,Shuqin Yang,A,Successful Participant,61
33065,Dazhi Zhang,D,Meritorious,60
33066,Dazhi Zhang,A,Honorable Mention,60
33067,Dazhi Zhang,B,Successful Participant,60
33068,Minghui Song,C,Successful Participant,60
33069,Minghui Song,A,Successful Participant,60
33070,Minghui Song,A,Successful Participant,60
33071,Minghui Song,B,Successful Participant,60
33072,Wenhua Fang,D,Honorable Mention,185
33073,Minghui Song,D,Honorable Mention,60
33074,Minghui Song,A,Honorable Mention,60
33075,Minghui Song,A,Successful Participant,60
33076,Minghui Song,A,Successful Participant,60
33077,Minghui Song,A,Honorable Mention,60
33078,Minghui Song,A,Successful Participant,60
33079,Shuqin Yang,A,Honorable Mention,61
33080,Shuqin Yang,B,Honorable Mention,61
33081,Tong Zheng,D,Meritorious,60
33082,Tong Zheng,A,Successful Participant,60
33083,Tong Zheng,B,Meritorious,60
33084,Tong Zheng,A,Honorable Mention,60
33086,Tong Zheng,D,Successful Participant,60
33087,Tong Zheng,A,Honorable Mention,60
33088,Tong Zheng,B,Meritorious,60
33089,Tong Zheng,A,Successful Participant,60
33090,Tong Zheng,A,Successful Participant,60
33091,Tong Zheng,D,Honorable Mention,60
33092,Baoyu Song,B,Successful Participant,60
33093,Baoyu Song,A,Meritorious,60
33094,Baoyu Song,A,Successful Participant,60
33095,Baoyu Song,A,Successful Participant,60
33096,Baoyu Song,A,Successful Participant,60
33097,Baoyu Song,A,Successful Participant,60
33098,Baoyu Song,A,Successful Participant,60
33099,Baoyu Song,A,Successful Participant,60
33100,Baoyu Song,A,Successful Participant,60
33101,Baoyu Song,B,Successful Participant,60
33102,Weihong He,B,Successful Participant,28
33103,Meihong Wu,A,Meritorious,99
33104,Hongzhi Wang,B,Successful Participant,60
33105,Hongzhi Wang,A,Honorable Mention,60
33107,Hongzhi Wang,B,Successful Participant,60
33108,Hongzhi Wang,A,Successful Participant,60
33109,Hongzhi Wang,A,Successful Participant,60
33110,Hongzhi Wang,B,Successful Participant,60
33111,Hongzhi Wang,D,Successful Participant,60
33112,Hongzhi Wang,B,Successful Participant,60
33114,Quan Gu,A,Successful Participant,99
33115,Jianwei Ma,A,Honorable Mention,60
33116,Jianwei Ma,A,Successful Participant,60
33117,Jianwei Ma,A,Successful Participant,60
33118,Jianwei Ma,A,Successful Participant,60
33119,Jianwei Ma,A,Successful Participant,60
33120,Jianwei Ma,A,Successful Participant,60
33121,Jianwei Ma,B,Successful Participant,60
33122,Jianwei Ma,C,Successful Participant,60
33123,Jianwei Ma,D,Successful Participant,60
33124,Jianwei Ma,D,Successful Participant,60
33125,Jiebao Sun,A,Successful Participant,60
33126,Jiebao Sun,A,Successful Participant,60
33127,Jiebao Sun,A,Honorable Mention,60
33128,Jiebao Sun,B,Successful Participant,60
33129,Jiebao Sun,A,Meritorious,60
33130,Jiebao Sun,A,Successful Participant,60
33131,Jianxin Zhu,C,Honorable Mention,63
33132,Jiebao Sun,A,Meritorious,60
33133,Jiebao Sun,D,Successful Participant,60
33134,Jiebao Sun,B,Successful Participant,60
33136,Qingwen Zhang,A,Meritorious,60
33137,Qingwen Zhang,A,Successful Participant,60
33138,Qingwen Zhang,A,Successful Participant,60
33139,Qingwen Zhang,C,Honorable Mention,60
33140,Qingwen Zhang,A,Successful Participant,60
33141,Qingwen Zhang,A,Successful Participant,60
33142,Qingwen Zhang,A,Successful Participant,60
33143,Qingwen Zhang,B,Successful Participant,60
33144,Qingwen Zhang,A,Honorable Mention,60
33145,Qingwen Zhang,A,Meritorious,60
33146,Zhenfeng Shi,B,Unsuccessful,60
33147,Zhenfeng Shi,A,Successful Participant,60
33148,Zhenfeng Shi,A,Successful Participant,60
33149,Zhenfeng Shi,A,Successful Participant,60
33150,Zhenfeng Shi,B,Successful Participant,60
33151,Zhenfeng Shi,B,Successful Participant,60
33152,Zhenfeng Shi,B,Successful Participant,60
33153,Zhenfeng Shi,A,Honorable Mention,60
33154,Zhenfeng Shi,A,Successful Participant,60
33155,Zhenfeng Shi,A,Honorable Mention,60
33156,Zhichang Guo,A,Honorable Mention,60
33157,Zhichang Guo,B,Successful Participant,60
33158,Zhichang Guo,B,Successful Participant,60
33159,Zhichang Guo,A,Successful Participant,60
33160,Zhichang Guo,D,Honorable Mention,60
33161,Zhichang Guo,A,Honorable Mention,60
33163,Zhichang Guo,A,Honorable Mention,60
33165,Zhichang Guo,A,Honorable Mention,60
33166,Weibo Wang,B,Successful Participant,60
33167,Weibo Wang,A,Successful Participant,60
33168,Weibo Wang,A,Successful Participant,60
